Date;1 Week;2 Weeks;1 Month;2 Months;3 Months;6 Months;9 Months;12 Months;Date2
08/04/2015;0.17;0.14;0.12;0.09;0.11;0.16;0.16;0.14;8-4-2015
09/04/2015;0.17;0.14;0.12;0.09;0.11;0.16;0.16;0.15;9-4-2015
10/04/2015;0.17;0.16;0.12;0.1;0.11;0.16;0.16;0.15;10-4-2015
13/04/2015;0.15;0.15;0.12;0.1;0.11;0.17;0.16;0.15;13-4-2015
14/04/2015;0.16;0.15;0.11;0.09;0.11;0.17;0.16;0.14;14-4-2015
15/04/2015;0.17;0.15;0.11;0.1;0.13;0.18;0.19;0.16;15-4-2015
16/04/2015;0.17;0.12;0.16;0.09;0.11;0.18;0.18;0.16;16-4-2015
17/04/2015;0.17;0.12;0.16;0.09;0.13;0.18;0.18;0.16;17-4-2015
20/04/2015;0.17;0.13;0.16;0.12;0.15;0.18;0.18;0.16;20-4-2015
21/04/2015;0.17;0.13;0.16;0.13;0.15;0.18;0.18;0.16;21-4-2015
22/04/2015;0.15;0.12;0.15;0.13;0.14;0.18;0.18;0.16;22-4-2015
23/04/2015;0.15;0.12;0.15;0.12;0.13;0.18;0.18;0.16;23-4-2015
24/04/2015;0.15;0.12;0.16;0.12;0.13;0.18;0.18;0.16;24-4-2015
27/04/2015;0.15;0.12;0.16;0.12;0.13;0.18;0.18;0.16;27-4-2015
28/04/2015;0.15;0.12;0.17;0.13;0.13;0.18;0.18;0.16;28-4-2015
29/04/2015;0.16;0.12;0.16;0.13;0.13;0.18;0.18;0.16;29-4-2015
30/04/2015;0.15;0.14;0.16;0.11;0.13;0.18;0.18;0.15;30-4-2015
04/05/2015;0.15;0.14;0.16;0.11;0.13;0.18;0.18;0.15;4-5-2015
05/05/2015;0.14;0.13;0.16;0.11;0.13;0.17;0.17;0.14;5-5-2015
06/05/2015;0.15;0.15;0.16;0.12;0.14;0.17;0.17;0.13;6-5-2015
07/05/2015;0.14;0.14;0.16;0.12;0.14;0.17;0.17;0.14;7-5-2015
08/05/2015;0.14;0.14;0.16;0.12;0.14;0.17;0.17;0.14;8-5-2015
11/05/2015;0.15;0.15;0.16;0.12;0.14;0.17;0.17;0.14;11-5-2015
12/05/2015;0.14;0.15;0.16;0.12;0.14;0.17;0.17;0.14;12-5-2015
13/05/2015;0.14;0.15;0.16;0.12;0.14;0.17;0.17;0.14;13-5-2015
14/05/2015;0.14;0.13;0.16;0.13;0.14;0.17;0.17;0.14;14-5-2015
15/05/2015;0.13;0.13;0.16;0.13;0.14;0.17;0.17;0.14;15-5-2015
18/05/2015;0.13;0.13;0.16;0.13;0.14;0.18;0.17;0.14;18-5-2015
19/05/2015;0.12;0.12;0.16;0.13;0.14;0.18;0.17;0.14;19-5-2015
20/05/2015;0.11;0.12;0.15;0.13;0.14;0.18;0.17;0.14;20-5-2015
21/05/2015;0.1;0.12;0.16;0.14;0.14;0.19;0.18;0.14;21-5-2015
22/05/2015;0.1;0.12;0.16;0.12;0.13;0.18;0.18;0.14;22-5-2015
25/05/2015;0.1;0.12;0.16;0.12;0.13;0.18;0.18;0.14;25-5-2015
26/05/2015;0.09;0.11;0.16;0.13;0.14;0.17;0.17;0.13;26-5-2015
27/05/2015;0.09;0.1;0.16;0.13;0.14;0.17;0.17;0.13;27-5-2015
28/05/2015;0.09;0.1;0.14;0.13;0.14;0.17;0.17;0.13;28-5-2015
29/05/2015;0.08;0.09;0.14;0.13;0.14;0.17;0.17;0.13;29-5-2015
01/06/2015;0.12;0.12;0.13;0.11;0.12;0.16;0.16;0.14;1-6-2015
02/06/2015;0.1;0.12;0.13;0.11;0.13;0.16;0.16;0.14;2-6-2015
03/06/2015;0.1;0.12;0.13;0.11;0.13;0.15;0.16;0.14;3-6-2015
04/06/2015;0.1;0.12;0.12;0.12;0.13;0.16;0.16;0.15;4-6-2015
05/06/2015;0.1;0.12;0.12;0.12;0.13;0.15;0.16;0.14;5-6-2015
08/06/2015;0.1;0.12;0.13;0.12;0.13;0.15;0.16;0.14;8-6-2015
09/06/2015;0.12;0.12;0.12;0.12;0.13;0.15;0.16;0.14;9-6-2015
10/06/2015;0.1;0.12;0.12;0.12;0.13;0.15;0.16;0.14;10-6-2015
11/06/2015;0.1;0.12;0.13;0.12;0.13;0.16;0.16;0.13;11-6-2015
12/06/2015;0.09;0.12;0.14;0.12;0.13;0.16;0.16;0.13;12-6-2015
15/06/2015;0.09;0.1;0.14;0.12;0.13;0.16;0.17;0.15;15-6-2015
16/06/2015;0.09;0.1;0.14;0.12;0.13;0.17;0.17;0.15;16-6-2015
17/06/2015;0.09;0.1;0.14;0.12;0.13;0.18;0.17;0.14;17-6-2015
18/06/2015;0.09;0.09;0.14;0.12;0.13;0.18;0.17;0.14;18-6-2015
19-6-2015;0.08;0.09;0.14;0.12;0.13;0.18;0.17;0.14;19-6-2015
22/06/2015;0.07;0.09;0.14;0.12;0.13;0.18;0.17;0.14;22-6-2015
23/06/2015;0.1;0.13;0.14;0.12;0.13;0.18;0.17;0.14;23-6-2015
24/06/2015;0.07;0.09;0.14;0.11;0.13;0.18;0.17;0.14;24-6-2015
25/06/2015;0.1;0.13;0.14;0.11;0.13;0.18;0.17;0.14;25-6-2015
26/06/2015;0.1;0.13;0.14;0.11;0.13;0.18;0.17;0.14;26-6-2015
29/06/2015;0.07;0.1;0.11;0.11;0.13;0.18;0.17;0.14;29-6-2015
30/06/2015;0.07;0.1;0.11;0.11;0.13;0.17;0.17;0.14;30-6-2015
1-7-2015;0.12;0.12;0.11;0.11;0.13;0.17;0.17;0.14;1-7-2015
2-7-2015;0.08;0.12;0.11;0.11;0.13;0.17;0.17;0.14;2-7-2015
3-7-2015;0.08;0.12;0.11;0.11;0.13;0.17;0.17;0.14;3-7-2015
6-7-2015;0.08;0.12;0.1;0.1;0.13;0.17;0.17;0.14;6-7-2015
7-7-2015;0.14;0.12;0.1;0.1;0.13;0.17;0.16;0.14;7-7-2015
8-7-2015;0.08;0.12;0.1;0.11;0.14;0.17;0.16;0.14;8-7-2015
9-7-2015;0.09;0.12;0.11;0.11;0.14;0.17;0.16;0.13;9-7-2015
10-7-2015;0.09;0.12;0.11;0.11;0.14;0.17;0.16;0.13;10-7-2015
13-7-2015;0.09;0.12;0.11;0.11;0.14;0.17;0.16;0.12;13-7-2015
14-7-2015;0.09;0.12;0.11;0.11;0.14;0.16;0.15;0.11;14-7-2015
15-7-2015;0.09;0.12;0.11;0.11;0.14;0.16;0.15;0.11;15-7-2015
16-7-2015;0.09;0.11;0.11;0.11;0.14;0.16;0.15;0.12;16-7-2015
17-7-2015;0.08;0.11;0.11;0.11;0.14;0.16;0.15;0.12;17-7-2015
20-7-2015;0.08;0.11;0.11;0.11;0.14;0.16;0.15;0.12;20-7-2015
21-7-2015;0.08;0.11;0.11;0.11;0.14;0.16;0.15;0.13;21-7-2015
22-7-2015;0.08;0.11;0.11;0.11;0.14;0.16;0.15;0.13;22-7-2015
23-7-2015;0.07;0.11;0.11;0.11;0.14;0.16;0.15;0.13;23-7-2015
24-7-2015;0.07;0.11;0.11;0.11;0.14;0.16;0.16;0.12;24-7-2015
27-7-2015;0.07;0.11;0.11;0.11;0.14;0.16;0.16;0.12;27-7-2015
28-7-2015;0.07;0.11;0.12;0.11;0.14;0.16;0.16;0.12;28-7-2015
29-7-2015;0.07;0.11;0.12;0.11;0.14;0.16;0.16;0.13;29-7-2015
30-7-2015;0.09;0.11;0.12;0.11;0.14;0.16;0.16;0.13;30-7-2015
31-7-2015;0.09;0.11;0.12;0.11;0.14;0.16;0.16;0.13;31-7-2015
3-8-2015;0.13;0.11;0.11;0.11;0.14;0.16;0.16;0.13;3-8-2015
4-8-2015;0.12;0.14;0.11;0.12;0.15;0.16;0.16;0.14;4-8-2015
5-8-2015;0.07;0.11;0.11;0.12;0.15;0.16;0.16;0.14;5-8-2015
6-8-2015;0.08;0.11;0.11;0.12;0.15;0.16;0.16;0.14;6-8-2015
7-8-2015;0.07;0.11;0.11;0.12;0.15;0.16;0.16;0.14;7-8-2015
10-8-2015;0.07;0.11;0.11;0.12;0.15;0.16;0.16;0.14;10-8-2015
11-8-2015;0.07;0.11;0.11;0.12;0.15;0.16;0.17;0.15;11-8-2015
12-8-2015;0.07;0.11;0.11;0.12;0.15;0.17;0.17;0.15;12-8-2015
13-8-2015;0.07;0.11;0.13;0.12;0.15;0.17;0.17;0.15;13-8-2015
14-8-2015;0.07;0.1;0.13;0.12;0.15;0.17;0.17;0.15;14-8-2015
17-8-2015;0.07;0.1;0.13;0.12;0.15;0.17;0.17;0.15;17-8-2015
18-8-2015;0.07;0.1;0.13;0.12;0.15;0.17;0.17;0.15;18-8-2015
19-8-2015;0.07;0.1;0.14;0.13;0.16;0.17;0.17;0.15;19-8-2015
20-8-2015;0.07;0.1;0.13;0.13;0.16;0.19;0.17;0.15;20-8-2015
21-8-2015;0.06;0.13;0.13;0.13;0.16;0.18;0.17;0.15;21-8-2015
24-8-2015;0.06;0.1;0.13;0.13;0.16;0.18;0.17;0.15;24-8-2015
25-8-2015;0.13;0.1;0.13;0.13;0.16;0.18;0.18;0.15;25-8-2015
26-8-2015;0.06;0.1;0.13;0.13;0.16;0.18;0.18;0.15;26-8-2015
27-8-2015;0.06;0.1;0.13;0.13;0.16;0.21;0.18;0.15;27-8-2015
28-8-2015;0.13;0.11;0.18;0.13;0.16;0.18;0.18;0.15;28-8-2015
31-8-2015;0.06;0.1;0.13;0.12;0.15;0.18;0.18;0.15;31-8-2015
1-9-2015;0.09;0.12;0.14;0.13;0.16;0.18;0.18;0.15;1-9-2015
2-9-2015;0.09;0.12;0.14;0.13;0.16;0.18;0.18;0.15;2-9-2015
3-9-2015;0.09;0.12;0.14;0.13;0.16;0.18;0.18;0.15;3-9-2015
4-9-2015;0.09;0.12;0.14;0.13;0.16;0.18;0.17;0.14;4-9-2015
7-9-2015;0.09;0.12;0.14;0.13;0.16;0.18;0.17;0.14;7-9-2015
8-9-2015;0.08;0.11;0.14;0.13;0.16;0.18;0.18;0.15;8-9-2015
9-9-2015;0.08;0.11;0.14;0.13;0.16;0.18;0.18;0.15;9-9-2015
10-9-2015;0.08;0.12;0.14;0.13;0.16;0.18;0.18;0.15;10-9-2015
11-9-2015;0.08;0.12;0.14;0.13;0.16;0.18;0.18;0.15;11-9-2015
14-9-2015;0.08;0.12;0.13;0.14;0.16;0.18;0.18;0.15;14-9-2015
15-9-2015;0.08;0.1;0.13;0.14;0.16;0.17;0.18;0.15;15-9-2015
16-9-2015;0.08;0.1;0.14;0.14;0.16;0.17;0.18;0.15;16-9-2015
17-9-2015;0.08;0.1;0.14;0.14;0.16;0.17;0.18;0.15;17-9-2015
18-9-2015;0.08;0.1;0.14;0.14;0.16;0.17;0.18;0.15;18-9-2015
21-9-2015;0.08;0.1;0.14;0.14;0.17;0.17;0.18;0.15;21-9-2015
22-9-2015;0.06;0.1;0.14;0.14;0.16;0.18;0.18;0.15;22-9-2015
23-9-2015;0.1;0.1;0.14;0.14;0.17;0.18;0.19;0.16;23-9-2015
24-9-2015;0.06;0.1;0.14;0.14;0.17;0.18;0.19;0.15;24-9-2015
25-9-2015;0.1;0.1;0.13;0.13;0.17;0.18;0.19;0.15;25-9-2015
28-9-2015;0.06;0.1;0.13;0.13;0.18;0.19;0.19;0.15;28-9-2015
29-9-2015;0.06;0.1;0.13;0.13;0.17;0.19;0.19;0.15;29-9-2015
30-9-2015;0.07;0.1;0.13;0.13;0.18;0.2;0.2;0.16;30-9-2015
1-10-2015;0.08;0.12;0.14;0.14;0.18;0.2;0.2;0.16;1-10-2015
2-10-2015;0.08;0.12;0.13;0.14;0.18;0.2;0.2;0.16;2-10-2015
5-10-2015;0.1;0.12;0.13;0.14;0.18;0.2;0.2;0.16;5-10-2015
6-10-2015;0.08;0.12;0.13;0.17;0.18;0.2;0.2;0.17;6-10-2015
7-10-2015;0.08;0.12;0.13;0.14;0.18;0.2;0.2;0.17;7-10-2015
8-10-2015;0.08;0.12;0.13;0.14;0.18;0.19;0.19;0.17;8-10-2015
9-10-2015;0.08;0.12;0.13;0.14;0.18;0.19;0.19;0.17;9-10-2015
12-10-2015;0.08;0.12;0.13;0.14;0.18;0.19;0.19;0.17;12-10-2015
13-10-2015;0.1;0.12;0.18;0.14;0.18;0.19;0.19;0.17;13-10-2015
14-10-2015;0.08;0.12;0.13;0.14;0.18;0.19;0.19;0.17;14-10-2015
15-10-2015;0.1;0.11;0.13;0.16;0.18;0.18;0.18;0.13;15-10-2015
16-10-2015;0.08;0.11;0.13;0.16;0.18;0.18;0.18;0.13;16-10-2015
19-10-2015;0.09;0.11;0.13;0.16;0.18;0.18;0.18;0.14;19-10-2015
20-10-2015;0.09;0.11;0.13;0.16;0.18;0.18;0.18;0.13;20-10-2015
21-10-2015;0.09;0.11;0.13;0.16;0.18;0.18;0.18;0.12;21-10-2015
22-10-2015;0.1;0.11;0.13;0.16;0.18;0.18;0.18;0.13;22-10-2015
23-10-2015;0.05;0.09;0.11;0.15;0.16;0.17;0.16;0.11;23-10-2015
26-10-2015;0.08;0.08;0.11;0.14;0.16;0.17;0.16;0.11;26-10-2015
27-10-2015;0.08;0.08;0.11;0.14;0.16;0.17;0.16;0.12;27-10-2015
28-10-2015;0.05;0.08;0.11;0.14;0.17;0.18;0.16;0.11;28-10-2015
29-10-2015;0.08;0.08;0.11;0.14;0.17;0.18;0.16;0.11;29-10-2015
30-10-2015;0.05;0.08;0.11;0.14;0.17;0.18;0.16;0.1;30-10-2015
2-11-2015;0.05;0.09;0.11;0.16;0.17;0.18;0.16;0.1;2-11-2015
3-11-2015;0.08;0.09;0.11;0.16;0.17;0.18;0.16;0.11;3-11-2015
4-11-2015;0.05;0.09;0.11;0.16;0.18;0.19;0.17;0.12;4-11-2015
5-11-2015;0.05;0.09;0.11;0.16;0.18;0.19;0.17;0.11;5-11-2015
6-11-2015;0.05;0.09;0.11;0.16;0.18;0.19;0.17;0.11;6-11-2015
9-11-2015;0.05;0.12;0.11;0.16;0.18;0.19;0.17;0.12;9-11-2015
10-11-2015;0.06;0.09;0.11;0.16;0.18;0.18;0.16;0.1;10-11-2015
11-11-2015;0.06;0.09;0.13;0.16;0.18;0.18;0.16;0.11;11-11-2015
12-11-2015;0.06;0.1;0.13;0.15;0.18;0.17;0.15;0.1;12-11-2015
13-11-2015;0.09;0.09;0.13;0.17;0.18;0.18;0.16;0.1;13-11-2015
16-11-2015;0.06;0.09;0.13;0.15;0.18;0.18;0.16;0.11;16-11-2015
17-11-2015;0.06;0.09;0.13;0.14;0.17;0.17;0.15;0.11;17-11-2015
18-11-2015;0.09;0.08;0.12;0.13;0.17;0.18;0.17;0.11;18-11-2015
19-11-2015;0.06;0.08;0.11;0.13;0.17;0.19;0.17;0.11;19-11-2015
20-11-2015;0.05;0.08;0.1;0.12;0.16;0.18;0.16;0.1;20-11-2015
23-11-2015;0.06;0.09;0.12;0.12;0.15;0.17;0.16;0.1;23-11-2015
24-11-2015;0.09;0.09;0.09;0.08;0.13;0.15;0.14;0.09;24-11-2015
25-11-2015;0.08;0.09;0.09;0.09;0.14;0.16;0.14;0.09;25-11-2015
26-11-2015;0.07;0.09;0.08;0.11;0.15;0.15;0.13;0.1;26-11-2015
27-11-2015;0.09;0.1;0.08;0.09;0.14;0.16;0.14;0.1;27-11-2015
30-11-2015;0.07;0.07;0.08;0.09;0.14;0.16;0.14;0.09;30-11-2015
1-12-2015;0.06;0.08;0.08;0.08;0.14;0.16;0.14;0.09;1-12-2015
2-12-2015;0.07;0.08;0.08;0.08;0.16;0.16;0.14;0.09;2-12-2015
3-12-2015;0.08;0.09;0.08;0.08;0.18;0.15;0.13;0.09;3-12-2015
4-12-2015;0.1;0.09;0.09;0.09;0.1;0.17;0.18;0.15;4-12-2015
7-12-2015;0.1;0.1;0.1;0.08;0.1;0.13;0.14;0.1;7-12-2015
8-12-2015;0.1;0.1;0.1;0.08;0.09;0.13;0.14;0.1;8-12-2015
9-12-2015;0.13;0.09;0.1;0.08;0.09;0.13;0.14;0.1;9-12-2015
10-12-2015;0.11;0.09;0.12;0.09;0.09;0.14;0.15;0.1;10-12-2015
11-12-2015;0.1;0.08;0.09;0.09;0.08;0.14;0.15;0.1;11-12-2015
14-12-2015;0.09;0.07;0.09;0.09;0.08;0.14;0.15;0.12;14-12-2015
15-12-2015;0.09;0.07;0.09;0.08;0.08;0.15;0.15;0.11;15-12-2015
16-12-2015;0.09;0.07;0.09;0.07;0.08;0.15;0.16;0.11;16-12-2015
17-12-2015;0.09;0.08;0.09;0.07;0.08;0.15;0.16;0.11;17-12-2015
18-12-2015;0.09;0.06;0.09;0.07;0.08;0.15;0.16;0.11;18-12-2015
21-12-2015;0.09;0.05;0.08;0.07;0.08;0.15;0.16;0.11;21-12-2015
22-12-2015;0.09;0.07;0.08;0.07;0.08;0.15;0.16;0.11;22-12-2015
23-12-2015;0.09;0.07;0.08;0.07;0.08;0.16;0.16;0.11;23-12-2015
24-12-2015;0.09;0.07;0.09;0.08;0.08;0.16;0.16;0.11;24-12-2015
28-12-2015;0.13;0.07;0.07;0.06;0.08;0.16;0.16;0.11;28-12-2015
29-12-2015;0.1;0.07;0.07;0.06;0.08;0.16;0.16;0.11;29-12-2015
30-12-2015;0.1;0.07;0.07;0.06;0.08;0.16;0.16;0.11;30-12-2015
31-12-2015;0.1;0.07;0.07;0.06;0.08;0.16;0.16;0.11;31-12-2015
4-1-2016;0.06;0.06;0.07;0.06;0.08;0.16;0.16;0.12;4-1-2016
5-1-2016;0.08;0.06;0.07;0.06;0.08;0.16;0.16;0.12;5-1-2016
6-1-2016;0.08;0.06;0.08;0.06;0.09;0.15;0.17;0.14;6-1-2016
7-1-2016;0.07;0.06;0.08;0.06;0.08;0.16;0.17;0.14;7-1-2016
8-1-2016;0.07;0.06;0.08;0.06;0.09;0.16;0.16;0.12;8-1-2016
11-1-2016;0.07;0.06;0.08;0.06;0.09;0.16;0.16;0.11;11-1-2016
12-1-2016;0.07;0.06;0.08;0.06;0.09;0.16;0.16;0.11;12-1-2016
13-1-2016;0.07;0.08;0.12;0.06;0.1;0.16;0.16;0.11;13-1-2016
14-1-2016;0.07;0.06;0.08;0.06;0.1;0.16;0.16;0.11;14-1-2016
15-1-2016;0.07;0.06;0.08;0.06;0.1;0.16;0.16;0.12;15-1-2016
18-1-2016;0.07;0.06;0.08;0.06;0.1;0.16;0.16;0.12;18-1-2016
19-1-2016;0.06;0.06;0.08;0.06;0.1;0.16;0.16;0.11;19-1-2016
20-1-2016;0.07;0.06;0.08;0.06;0.1;0.16;0.16;0.12;20-1-2016
21-1-2016;0.06;0.06;0.08;0.06;0.11;0.16;0.16;0.13;21-1-2016
22-1-2016;0.06;0.06;0.08;0.06;0.11;0.15;0.15;0.12;22-1-2016
25-1-2016;0.07;0.06;0.08;0.06;0.11;0.14;0.14;0.12;25-1-2016
26-1-2016;0.06;0.06;0.08;0.06;0.11;0.13;0.13;0.11;26-1-2016
27-1-2016;0.09;0.06;0.08;0.07;0.12;0.13;0.13;0.11;27-1-2016
28-1-2016;0.06;0.06;0.08;0.07;0.12;0.13;0.13;0.11;28-1-2016
29-1-2016;0.07;0.06;0.09;0.08;0.13;0.15;0.14;0.12;29-1-2016
1-2-2016;0.06;0.06;0.09;0.08;0.13;0.14;0.14;0.11;1-2-2016
2-2-2016;0.07;0.08;0.09;0.08;0.13;0.14;0.14;0.11;2-2-2016
3-2-2016;0.07;0.08;0.09;0.08;0.13;0.14;0.14;0.11;3-2-2016
4-2-2016;0.07;0.08;0.09;0.08;0.13;0.15;0.15;0.11;4-2-2016
5-2-2016;0.07;0.08;0.09;0.08;0.13;0.15;0.15;0.11;5-2-2016
8-2-2016;0.07;0.08;0.09;0.08;0.13;0.15;0.15;0.11;8-2-2016
9-2-2016;0.07;0.08;0.09;0.08;0.13;0.14;0.15;0.12;9-2-2016
10-2-2016;0.07;0.08;0.09;0.08;0.13;0.14;0.15;0.11;10-2-2016
11-2-2016;0.07;0.08;0.09;0.08;0.12;0.14;0.14;0.11;11-2-2016
12-2-2016;0.07;0.08;0.09;0.08;0.13;0.14;0.15;0.12;12-2-2016
15-2-2016;0.07;0.08;0.09;0.08;0.13;0.13;0.13;0.1;15-2-2016
16-2-2016;0.07;0.08;0.09;0.09;0.14;0.16;0.13;0.1;16-2-2016
17-2-2016;0.07;0.08;0.08;0.08;0.14;0.15;0.12;0.1;17-2-2016
18-2-2016;0.07;0.08;0.08;0.09;0.15;0.16;0.13;0.1;18-2-2016
19-2-2016;0.07;0.07;0.09;0.09;0.15;0.16;0.14;0.1;19-2-2016
22-2-2016;0.06;0.07;0.09;0.1;0.15;0.17;0.14;0.1;22-2-2016
23-2-2016;0.06;0.07;0.1;0.1;0.15;0.15;0.13;0.1;23-2-2016
24-2-2016;0.07;0.08;0.1;0.1;0.15;0.15;0.13;0.1;24-2-2016
25-2-2016;0.07;0.08;0.1;0.1;0.15;0.16;0.13;0.1;25-2-2016
26-2-2016;0.07;0.08;0.11;0.11;0.16;0.16;0.14;0.1;26-2-2016
29-2-2016;0.07;0.08;0.11;0.1;0.15;0.16;0.14;0.1;29-2-2016
1-3-2016;0.07;0.08;0.12;0.12;0.17;0.15;0.14;0.1;1-3-2016
2-3-2016;0.07;0.07;0.11;0.12;0.19;0.15;0.13;0.1;2-3-2016
3-3-2016;0.07;0.06;0.1;0.12;0.19;0.15;0.14;0.1;3-3-2016
4-3-2016;0.07;0.06;0.1;0.12;0.18;0.15;0.14;0.1;4-3-2016
7-3-2016;0.07;0.06;0.11;0.12;0.17;0.15;0.13;0.11;7-3-2016
8-3-2016;0.06;0.06;0.11;0.12;0.17;0.15;0.14;0.12;8-3-2016
9-3-2016;0.05;0.05;0.1;0.13;0.18;0.15;0.14;0.12;9-3-2016
10-3-2016;0.07;0.07;0.11;0.13;0.18;0.15;0.14;0.12;10-3-2016
11-3-2016;0.11;0.13;0.09;0.09;0.18;0.2;0.15;0.12;11-3-2016
14-3-2016;0.09;0.08;0.08;0.09;0.18;0.16;0.16;0.13;14-3-2016
15-3-2016;0.1;0.07;0.08;0.09;0.19;0.16;0.16;0.13;15-3-2016
16-3-2016;0.07;0.06;0.07;0.08;0.19;0.16;0.16;0.13;16-3-2016
17-3-2016;0.06;0.05;0.07;0.08;0.19;0.16;0.16;0.13;17-3-2016
18-3-2016;0.08;0.05;0.06;0.08;0.19;0.17;0.16;0.13;18-3-2016
21-3-2016;0.06;0.05;0.06;0.08;0.19;0.17;0.16;0.13;21-3-2016
22-3-2016;0.06;0.05;0.06;0.09;0.22;0.17;0.16;0.13;22-3-2016
23-3-2016;0.07;0.05;0.06;0.09;0.22;0.19;0.16;0.13;23-3-2016
24-3-2016;0.05;0.05;0.05;0.09;0.22;0.19;0.16;0.13;24-3-2016
29-3-2016;0.05;0.05;0.05;0.09;0.22;0.19;0.16;0.13;29-3-2016
30-3-2016;0.05;0.04;0.05;0.09;0.22;0.19;0.16;0.13;30-3-2016
31-3-2016;0.05;0.04;0.05;0.09;0.22;0.19;0.16;0.13;31-3-2016
1-4-2016;0.07;0.04;0.05;0.09;0.22;0.19;0.16;0.13;1-4-2016
4-4-2016;0.05;0.04;0.05;0.12;0.22;0.19;0.16;0.13;4-4-2016
5-4-2016;0.05;0.04;0.05;0.09;0.22;0.19;0.16;0.13;5-4-2016
6-4-2016;0.08;0.05;0.05;0.08;0.22;0.19;0.16;0.13;6-4-2016
7-4-2016;0.08;0.05;0.07;0.08;0.21;0.19;0.16;0.13;7-4-2016
8-4-2016;0.05;0.05;0.07;0.09;0.21;0.19;0.16;0.13;8-4-2016
11-4-2016;0.05;0.05;0.07;0.09;0.21;0.19;0.16;0.13;11-4-2016
12-4-2016;0.07;0.05;0.07;0.09;0.2;0.19;0.16;0.14;12-4-2016
13-4-2016;0.06;0.05;0.07;0.09;0.2;0.19;0.16;0.14;13-4-2016
14-4-2016;0.07;0.04;0.06;0.08;0.2;0.19;0.16;0.14;14-4-2016
15-4-2016;0.05;0.04;0.06;0.08;0.2;0.19;0.16;0.14;15-4-2016
18-4-2016;0.05;0.04;0.06;0.08;0.2;0.19;0.16;0.14;18-4-2016
19-4-2016;0.05;0.04;0.06;0.08;0.2;0.19;0.16;0.14;19-4-2016
20-4-2016;0.07;0.06;0.06;0.08;0.2;0.19;0.16;0.14;20-4-2016
21-4-2016;0.07;0.06;0.06;0.08;0.2;0.19;0.16;0.14;21-4-2016
22-4-2016;0.07;0.07;0.06;0.08;0.2;0.19;0.16;0.14;22-4-2016
25-4-2016;0.07;0.06;0.06;0.08;0.2;0.19;0.16;0.14;25-4-2016
26-4-2016;0.07;0.06;0.06;0.08;0.2;0.2;0.16;0.14;26-4-2016
27-4-2016;0.07;0.06;0.06;0.09;0.2;0.2;0.17;0.14;27-4-2016
28-4-2016;0.07;0.07;0.07;0.09;0.2;0.2;0.17;0.14;28-4-2016
29-4-2016;0.07;0.06;0.07;0.09;0.2;0.2;0.17;0.14;29-4-2016
2-5-2016;0.07;0.06;0.07;0.09;0.2;0.2;0.17;0.14;2-5-2016
3-5-2016;0.07;0.06;0.06;0.09;0.2;0.2;0.17;0.14;3-5-2016
4-5-2016;0.08;0.06;0.06;0.09;0.2;0.2;0.17;0.17;4-5-2016
5-5-2016;0.08;0.06;0.06;0.09;0.21;0.2;0.17;0.14;5-5-2016
6-5-2016;0.07;0.06;0.06;0.09;0.2;0.2;0.17;0.14;6-5-2016
9-5-2016;0.07;0.06;0.07;0.09;0.21;0.21;0.17;0.14;9-5-2016
10-5-2016;0.07;0.06;0.07;0.08;0.21;0.22;0.17;0.14;10-5-2016
11-5-2016;0.07;0.06;0.07;0.08;0.21;0.22;0.17;0.14;11-5-2016
12-5-2016;0.07;0.06;0.07;0.08;0.21;0.22;0.17;0.14;12-5-2016
13-5-2016;0.07;0.06;0.09;0.08;0.21;0.22;0.18;0.15;13-5-2016
16-5-2016;0.07;0.07;0.07;0.09;0.21;0.22;0.18;0.16;16-5-2016
17-5-2016;0.07;0.06;0.07;0.08;0.22;0.22;0.19;0.16;17-5-2016
18-5-2016;0.06;0.05;0.06;0.07;0.22;0.24;0.19;0.16;18-5-2016
19-5-2016;0.06;0.05;0.06;0.08;0.22;0.24;0.18;0.16;19-5-2016
20-5-2016;0.06;0.05;0.06;0.08;0.22;0.24;0.18;0.16;20-5-2016
23-5-2016;0.06;0.05;0.07;0.09;0.22;0.24;0.18;0.16;23-5-2016
24-5-2016;0.06;0.05;0.07;0.1;0.23;0.24;0.18;0.16;24-5-2016
25-5-2016;0.06;0.05;0.06;0.09;0.23;0.24;0.18;0.16;25-5-2016
26-5-2016;0.06;0.05;0.07;0.1;0.23;0.24;0.18;0.16;26-5-2016
27-5-2016;0.06;0.05;0.06;0.1;0.23;0.24;0.18;0.16;27-5-2016
30-5-2016;0.06;0.05;0.05;0.09;0.23;0.24;0.18;0.16;30-5-2016
31-5-2016;0.06;0.05;0.05;0.09;0.23;0.24;0.19;0.18;31-5-2016
1-6-2016;0.06;0.05;0.05;0.09;0.23;0.24;0.19;0.18;1-6-2016
2-6-2016;0.06;0.05;0.05;0.09;0.23;0.24;0.19;0.18;2-6-2016
3-6-2016;0.06;0.05;0.05;0.09;0.23;0.24;0.19;0.18;3-6-2016
6-6-2016;0.06;0.05;0.05;0.1;0.24;0.25;0.19;0.18;6-6-2016
7-6-2016;0.06;0.05;0.05;0.1;0.22;0.25;0.19;0.18;7-6-2016
8-6-2016;0.06;0.05;0.06;0.1;0.22;0.25;0.19;0.18;8-6-2016
9-6-2016;0.06;0.05;0.06;0.11;0.22;0.25;0.19;0.18;9-6-2016
10-6-2016;0.06;0.05;0.06;0.12;0.23;0.25;0.19;0.18;10-6-2016
